Date,Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Holiday_Events
2010-03-12,2,199048384,0,57.56,2.667,211.037552,8.324,0
2010-03-19,2,194607088,0,54.52,2.72,210.8733312,8.324,0
2010-03-26,2,175019776,0,51.26,2.732,210.676608,8.324,0
2010-04-02,2,206618768,0,63.27,2.719,210.4798848,8.199999999999998,0
2010-04-09,2,195468928,0,65.41,2.77,210.2831616,8.199999999999998,0
2010-04-16,2,187495792,0,68.07,2.808,210.1495424,8.199999999999998,0
2010-04-23,2,182199088,0,65.11,2.795,210.1000704,8.199999999999998,0
2010-04-30,2,180245024,0,66.98,2.78,210.0505856,8.199999999999998,0
2010-05-07,2,204258176,0,71.28,2.835,210.0011008,8.199999999999998,0
2010-05-14,2,188075232,0,73.31,2.854,209.998464,8.199999999999998,0
2010-05-28,2,195711392,0,81.12999999999998,2.759,210.5552256,8.199999999999998,0
2010-06-04,2,210254000,0,81.81,2.705,210.833616,8.199999999999998,0
2010-06-11,2,202553872,0,83.4,2.668,211.112,8.199999999999998,0
2010-06-18,2,200163696,0,85.81,2.637,211.1096576,8.199999999999998,0
2010-06-25,2,193992704,0,86.26,2.653,210.995008,8.199999999999998,0
2010-07-02,2,200394064,0,82.73999999999998,2.669,210.8803712,8.099,0
2010-07-09,2,188090256,0,82.59,2.642,210.7657344,8.099,0
2010-07-16,2,184587984,0,85.31999999999998,2.623,210.7577984,8.099,0
2010-07-23,2,178171776,0,87.65999999999998,2.608,210.8921344,8.099,0
2010-07-30,2,180424608,0,83.48999999999998,2.64,211.0264704,8.099,0
2010-08-06,2,199190992,0,89.53,2.627,211.1608064,8.099,0
2010-08-13,2,189560112,0,89.04999999999998,2.692,211.2951424,8.099,0
2010-08-20,2,196433520,0,88.7,2.664,211.2596608,8.099,0
2010-08-27,2,186384048,0,87.12,2.619,211.2241792,8.099,0
2010-09-03,2,190460816,0,81.83,2.577,211.1886976,8.099,0
2010-09-10,2,183912880,1,79.09,2.565,211.153216,8.099,1
2010-09-24,2,172455728,0,81.79,2.624,211.2552576,8.099,0
2010-10-01,2,182744048,0,69.24,2.603,211.3298688,8.163,0
2010-10-08,2,184992144,0,63.19,2.633,211.4044928,8.163,0
2010-10-15,2,179435552,0,65.8,2.72,211.4713344,8.163,0
2010-10-22,2,173794768,0,68.5,2.725,211.51872,8.163,0
2010-10-29,2,180275504,0,66.24,2.716,211.5661184,8.163,0
2010-11-05,2,193906144,0,57.85,2.689,211.613504,8.163,0
2010-11-12,2,191681280,0,59.69,2.728,211.6609024,8.163,0
2010-11-19,2,195673920,0,50.81,2.771,211.5470336,8.163,0
2010-11-26,2,265872528,1,62.98,2.735,211.4062848,8.163,1
2010-12-03,2,201578128,0,49.33,2.708,211.265536,8.163,0
2010-12-10,2,237872656,0,45.5,2.843,211.1248,8.163,0
2010-12-17,2,260916672,0,47.55,2.869,211.0645504,8.163,0
2010-12-24,2,343600768,0,49.97,2.886,211.0646656,8.163,0
2010-12-31,2,175043456,1,47.3,2.943,211.064768,8.163,1
2011-01-07,2,175805072,0,44.69,2.976,211.0648832,8.028,0
2011-01-14,2,174419360,0,33.02,2.983,211.1176704,8.028,0
2011-01-28,2,169537168,0,42.83,3.01,211.8552704,8.028,0
2011-02-04,2,192934624,0,38.25,2.989,212.224064,8.028,0
2011-02-11,2,216804160,1,33.19,3.022,212.5928576,8.028,1
2011-02-18,2,208088480,0,57.83,3.045,212.9033088,8.028,0
2011-02-25,2,183351104,0,60.8,3.065,213.190416,8.028,0
2011-03-04,2,198160784,0,57.77,3.288,213.4775296,8.028,0
2011-03-11,2,187910736,0,52.7,3.459,213.7646464,8.028,0
2011-03-18,2,190255760,0,62.32,3.488,214.0156288,8.028,0
2011-03-25,2,176616208,0,69.42,3.473,214.25216,8.028,0
2011-04-01,2,180017136,0,55.43,3.524,214.4886912,7.931,0
2011-04-08,2,184755264,0,67.0,3.622,214.7252224,7.931,0
2011-04-15,2,185646784,0,69.48,3.743,214.9420544,7.931,0
2011-04-29,2,174554528,0,69.21,3.81,215.2772608,7.931,0
2011-05-13,2,183851312,0,74.61,3.899,215.6124672,7.931,0
2011-05-20,2,168828192,0,67.14,3.907,215.3834752,7.931,0
2011-05-27,2,179773248,0,76.42,3.786,215.1544832,7.931,0
2011-06-03,2,193375616,0,83.06999999999998,3.699,214.9254912,7.931,0
2011-06-10,2,192915312,0,83.4,3.648,214.6964864,7.931,0
2011-06-17,2,195377200,0,86.53,3.637,214.6513536,7.931,0
2011-07-08,2,185316192,0,87.7,3.48,214.9296128,7.852,0
2011-07-15,2,178518736,0,89.83,3.575,215.0134528,7.852,0
2011-07-22,2,174381648,0,89.34,3.651,215.0749184,7.852,0
2011-07-29,2,168069312,0,90.06999999999998,3.682,215.136384,7.852,0
2011-08-05,2,187670432,0,93.34,3.684,215.1978496,7.852,0
2011-08-12,2,181276832,0,91.58,3.638,215.2593152,7.852,0
2011-08-19,2,184409456,0,89.86,3.554,215.3229312,7.852,0
2011-08-26,2,182113984,0,90.45,3.523,215.386896,7.852,0
2011-09-09,2,174800064,1,77.97,3.546,215.5148288,7.852,1
2011-09-16,2,169143952,0,78.84999999999998,3.526,215.6944384,7.852,0
2011-09-23,2,166929984,0,75.58,3.467,216.0282368,7.852,0
2011-09-30,2,165039440,0,78.14,3.355,216.3620352,7.852,0
2011-10-07,2,183755344,0,69.92,3.285,216.6958336,7.441,0
2011-10-14,2,174388224,0,71.67,3.274,217.0048256,7.441,0
2011-10-21,2,183468032,0,64.53,3.353,217.1650048,7.441,0
2011-10-28,2,176929632,0,65.87,3.372,217.325184,7.441,0
2011-11-11,2,192072512,0,59.33,3.297,217.6455424,7.441,0
2011-12-09,2,229054928,0,41.76,3.158,218.60504,7.441,0
2011-12-16,2,243273648,0,50.13,3.159,218.8217856,7.441,0
2011-12-30,2,187422656,1,44.57,3.129,219.1773184,7.441,1
2012-01-06,2,179952016,0,46.75,3.157,219.355056,7.057,0
2012-01-13,2,174472544,0,45.99,3.261,219.5328256,7.057,0
2012-01-20,2,171176912,0,51.7,3.268,219.6258304,7.057,0
2012-01-27,2,166090608,0,50.5,3.29,219.7188608,7.057,0
2012-02-03,2,193530000,0,55.21,3.36,219.8118912,7.057,0
2012-02-10,2,210332272,1,46.98,3.409,219.904896,7.057,1
2012-02-17,2,219668848,0,43.82,3.51,220.0652032,7.057,0
2012-03-02,2,195255568,0,58.79,3.63,220.4866816,7.057,0
2012-03-09,2,193762832,0,57.11,3.669,220.6974208,7.057,0
2012-03-16,2,197608208,0,63.68,3.734,220.8498432,7.057,0
2012-03-23,2,179043920,0,64.01,3.787,220.9244928,7.057,0
2012-03-30,2,185748080,0,66.83,3.845,220.9991168,7.057,0
2012-04-06,2,212903584,0,68.43,3.891,221.0737664,6.891,0
2012-04-20,2,184734448,0,65.69,3.877,221.2020992,6.891,0
2012-04-27,2,176413312,0,67.2,3.814,221.255808,6.891,0
2012-05-04,2,192395712,0,76.73,3.749,221.3095168,6.891,0
2012-05-11,2,191752096,0,73.87,3.688,221.3632256,6.891,0
2012-05-18,2,200094064,0,71.27,3.63,221.380336,6.891,0
2012-05-25,2,191279104,0,78.19,3.561,221.3828096,6.891,0
2012-06-01,2,191009232,0,78.37999999999998,3.501,221.3852672,6.891,0
2012-06-08,2,201021648,0,78.69,3.452,221.3877504,6.891,0
2012-06-22,2,188773328,0,81.04,3.346,221.441152,6.891,0
2012-06-29,2,188104608,0,86.31999999999998,3.286,221.481344,6.891,0
2012-07-13,2,183007520,0,80.17,3.256,221.5616768,6.565,0
2012-07-20,2,181966640,0,83.23,3.311,221.5701248,6.565,0
2012-07-27,2,175792384,0,86.37,3.407,221.5785472,6.565,0
2012-08-03,2,194610464,0,90.22000000000001,3.417,221.5869696,6.565,0
2012-08-10,2,186672000,0,88.54999999999998,3.494,221.5954176,6.565,0
2012-08-17,2,192801600,0,84.79,3.571,221.675136,6.565,0
2012-08-24,2,187678816,0,76.90999999999998,3.62,221.8083584,6.565,0
2012-09-07,2,189877712,1,87.65,3.73,222.074752,6.565,1
2012-09-14,2,181480656,0,75.87999999999998,3.717,222.2174464,6.565,0
2012-09-21,2,182941568,0,71.09,3.721,222.4169472,6.565,0
2012-09-28,2,174647056,0,79.45,3.666,222.6164224,6.565,0
2012-10-05,2,199832096,0,70.27,3.617,222.8159232,6.17,0
2012-10-12,2,190074512,0,60.97,3.601,223.015424,6.17,0
2012-10-19,2,184799040,0,68.08,3.594,223.0598144,6.17,0
2012-10-26,2,183445840,0,69.79,3.506,223.0783488,6.17,0
2010-02-05,3,46162224,0,45.71,2.572,214.4248832,7.368,0
2010-02-12,3,42072896,1,47.93,2.548,214.5747968,7.368,1
2010-02-19,3,42164220,0,47.07,2.514,214.6198912,7.368,0
2010-02-26,3,40720488,0,52.05,2.561,214.6475136,7.368,0
2010-03-05,3,41520204,0,53.04,2.625,214.675136,7.368,0
2010-03-12,3,38420068,0,63.08,2.667,214.7027584,7.368,0
2010-03-19,3,37532860,0,60.42,2.72,214.5301248,7.368,0
2010-03-26,3,35994928,0,57.06,2.732,214.324096,7.368,0
2010-04-09,3,41587028,0,68.0,2.77,213.912064,7.343,0
2010-04-16,3,35499328,0,66.98,2.808,213.7726848,7.343,0
2010-04-23,3,33997664,0,67.87,2.795,213.7221888,7.343,0
2010-04-30,3,36124840,0,70.24,2.78,213.67168,7.343,0
2010-05-07,3,39932384,0,73.47,2.835,213.621184,7.343,0
2010-05-14,3,38435792,0,77.18,2.854,213.6196096,7.343,0
2010-05-21,3,34376316,0,75.81,2.826,213.9116928,7.343,0
2010-05-28,3,35008924,0,78.59999999999998,2.759,214.2037632,7.343,0
2010-06-11,3,35501708,0,82.09999999999998,2.668,214.78792,7.343,0
2010-06-18,3,36407684,0,83.51999999999998,2.637,214.7858176,7.343,0
2010-06-25,3,35734648,0,83.79,2.653,214.6660736,7.343,0
2010-07-02,3,38115172,0,82.2,2.669,214.5463168,7.346,0
2010-07-09,3,34921416,0,81.75,2.642,214.4265728,7.346,0
2010-07-16,3,35272880,0,84.31999999999998,2.623,214.4176512,7.346,0
2010-07-23,3,35286448,0,83.31999999999998,2.608,214.5564928,7.346,0
2010-07-30,3,34795504,0,82.04,2.64,214.695344,7.346,0
2010-08-06,3,40263576,0,85.12999999999998,2.627,214.8342016,7.346,0
2010-08-13,3,33959736,0,86.73999999999998,2.692,214.973056,7.346,0
2010-08-20,3,35172820,0,88.01999999999998,2.664,214.9314304,7.346,0
2010-08-27,3,36213408,0,86.15,2.619,214.8898048,7.346,0
2010-09-03,3,36647396,0,84.15999999999998,2.577,214.8481792,7.346,0
2010-09-10,3,35226096,1,80.84,2.565,214.8065536,7.346,1
2010-09-17,3,36306464,0,82.36,2.582,214.832256,7.346,0
2010-09-24,3,35562688,0,76.9,2.624,214.9084416,7.346,0
2010-10-08,3,39510736,0,66.99,2.633,215.060864,7.564,0
2010-10-15,3,34558440,0,69.71,2.72,215.1293184,7.564,0
2010-10-22,3,34889600,0,71.64,2.725,215.1784,7.564,0
2010-10-29,3,34859176,0,72.04,2.716,215.2274688,7.564,0
2010-11-05,3,42317556,0,62.94,2.689,215.276544,7.564,0
2010-11-12,3,38663504,0,62.79,2.728,215.3256192,7.564,0
2010-11-19,3,37254532,0,57.72,2.771,215.2074496,7.564,0
2010-11-26,3,56556784,1,68.71,2.735,215.0614016,7.564,1
2010-12-03,3,47642076,0,53.76,2.708,214.9153536,7.564,0
2010-12-10,3,46764204,0,51.13,2.843,214.7693056,7.564,0
2010-12-17,3,49815940,0,52.2,2.869,214.704912,7.564,0
2010-12-24,3,60599040,0,57.16,2.886,214.7017856,7.564,0
2010-12-31,3,38267776,1,53.2,2.943,214.6986496,7.564,1
2011-01-07,3,37824136,0,53.35,2.976,214.6955136,7.551,0
2011-01-28,3,36486624,0,48.71,3.01,215.5065856,7.551,0
2011-02-04,3,43851652,0,45.95,2.989,215.886336,7.551,0
2011-02-11,3,43052620,1,43.57,3.022,216.2660864,7.551,1
2011-02-25,3,39721120,0,67.4,3.065,216.8780288,7.551,0
2011-03-04,3,43708452,0,65.11,3.288,217.1716864,7.551,0
2011-03-18,3,39210952,0,69.47,3.488,217.72352,7.551,0
2011-03-25,3,38068368,0,72.94,3.473,217.9674624,7.551,0
2011-04-01,3,37455608,0,68.76,3.524,218.2114304,7.574,0
2011-04-08,3,38407532,0,72.54999999999998,3.622,218.4553728,7.574,0
2011-04-15,3,36625068,0,75.87999999999998,3.743,218.6788608,7.574,0
2011-04-22,3,39186004,0,76.90999999999998,3.807,218.851232,7.574,0
2011-05-06,3,41304212,0,69.45,3.906,219.1959808,7.574,0
2011-05-13,3,38631268,0,79.87,3.899,219.3683456,7.574,0
2011-05-20,3,36460312,0,75.79,3.907,219.127216,7.574,0
2011-06-03,3,39450784,0,84.29,3.699,218.6449408,7.574,0
2011-06-10,3,39163876,0,84.84,3.648,218.4037888,7.574,0
2011-06-17,3,40342336,0,86.95999999999998,3.637,218.3551744,7.574,0
2011-06-24,3,38552072,0,84.94,3.594,218.45094,7.574,0
2011-07-01,3,36896272,0,85.09999999999998,3.524,218.5467136,7.567,0
2011-07-08,3,39514624,0,85.37999999999998,3.48,218.6424832,7.567,0
2011-07-15,3,37345432,0,87.14,3.575,218.7275264,7.567,0
2011-07-22,3,36061736,0,86.19,3.651,218.785792,7.567,0
2011-07-29,3,34538128,0,88.06999999999998,3.682,218.8440576,7.567,0
2011-08-05,3,40998124,0,88.45,3.684,218.9023232,7.567,0
2011-08-12,3,38037684,0,88.87999999999998,3.638,218.9605888,7.567,0
2011-08-19,3,37971692,0,88.44,3.554,219.023264,7.567,0
2011-08-26,3,36636756,0,87.67,3.523,219.0866944,7.567,0
2011-09-02,3,37598868,0,89.12,3.533,219.1501056,7.567,0
2011-09-09,3,37734748,1,81.72,3.546,219.2135424,7.567,1
2011-09-16,3,37562952,0,83.62999999999998,3.526,219.3972992,7.567,0
2011-09-23,3,36524896,0,80.19,3.467,219.7414912,7.567,0
2011-09-30,3,36847792,0,82.58,3.355,220.085696,7.567,0
2011-10-14,3,36828256,0,73.75,3.274,220.7486208,7.197,0
2011-10-21,3,39497636,0,69.03,3.353,220.9144064,7.197,0
2011-10-28,3,38954064,0,71.04,3.372,221.080192,7.197,0
2011-11-04,3,45944320,0,59.31,3.332,221.245968,7.197,0
2011-11-11,3,40776424,0,61.7,3.297,221.4117632,7.197,0
2011-11-18,3,39883896,0,63.91,3.308,221.6432896,7.197,0
2011-11-25,3,55692520,1,68.0,3.236,221.9011072,7.197,1
2011-12-02,3,47251132,0,54.97,3.172,222.1589504,7.197,0
2011-12-16,3,51074760,0,57.95,3.159,222.6426368,7.197,0
2011-12-23,3,55122120,0,53.41,3.112,222.825856,7.197,0
2011-12-30,3,41055388,1,48.29,3.129,223.0090752,7.197,1
2012-01-06,3,39817820,0,52.42,3.157,223.1922944,6.833,0
2012-01-13,3,36743864,0,51.86,3.261,223.3755136,6.833,0
2012-01-20,3,36581860,0,56.2,3.268,223.4700544,6.833,0
2012-02-03,3,42496064,0,59.33,3.36,223.6591104,6.833,0
2012-02-10,3,47329248,1,51.65,3.409,223.753648,6.833,1
2012-02-17,3,47559108,0,52.39,3.51,223.9170048,6.833,0
2012-02-24,3,41892548,0,60.12,3.555,224.1320192,6.833,0
2012-03-02,3,46975256,0,61.65,3.63,224.3470336,6.833,0
2012-03-09,3,44516204,0,60.71,3.669,224.5620224,6.833,0
2012-03-23,3,41390724,0,66.53,3.787,224.790912,6.833,0
2012-03-30,3,40748884,0,69.36,3.845,224.8651264,6.833,0
2012-04-06,3,50323212,0,73.01,3.891,224.9393408,6.664,0
2012-04-13,3,42078976,0,72.83,3.891,225.0135552,6.664,0
2012-04-20,3,43482212,0,72.05,3.877,225.0689536,6.664,0
2012-04-27,3,39461612,0,73.39,3.814,225.124352,6.664,0
2012-05-04,3,43991356,0,79.51,3.749,225.1797504,6.664,0
2012-05-11,3,43198536,0,75.19,3.688,225.2351488,6.664,0
2012-05-18,3,41811276,0,72.37999999999998,3.63,225.2512,6.664,0
2012-05-25,3,41370128,0,78.58,3.561,225.2515072,6.664,0
2012-06-01,3,43226852,0,81.54999999999998,3.501,225.25184,6.664,0
2012-06-15,3,44207480,0,84.65999999999998,3.393,225.2644864,6.664,0
2012-06-22,3,41949796,0,82.7,3.346,225.3068544,6.664,0
2012-06-29,3,42296532,0,86.42,3.286,225.349248,6.664,0
2012-07-20,3,43242484,0,81.37999999999998,3.311,225.4438912,6.334,0
2012-08-03,3,41999028,0,86.54999999999998,3.417,225.4636288,6.334,0
2012-08-17,3,39491884,0,87.36,3.571,225.5558656,6.334,0
2012-08-24,3,41244968,0,83.01,3.62,225.6925952,6.334,0
2012-08-31,3,40883872,0,85.18,3.638,225.8292992,6.334,0
2012-09-07,3,40822972,1,84.98999999999998,3.73,225.9660288,6.334,1
2012-09-14,3,40758916,0,78.36,3.717,226.1122048,6.334,0
2012-09-21,3,41439208,0,72.78,3.721,226.3151616,6.334,0
2012-09-28,3,38981304,0,77.45999999999998,3.666,226.5180928,6.334,0
2012-10-05,3,44355764,0,72.73999999999998,3.617,226.721024,6.034,0
2012-10-12,3,41080440,0,70.31,3.601,226.9239808,6.034,0
2012-10-19,3,42451308,0,73.44,3.594,226.968832,6.034,0
2010-02-05,4,213514384,0,43.76,2.598,126.4420608,8.622999999999998,0
2010-02-12,4,218830736,1,28.84,2.573,126.496256,8.622999999999998,1
2010-02-19,4,204986032,0,36.45,2.54,126.5262848,8.622999999999998,0
2010-02-26,4,192572880,0,41.36,2.59,126.5522816,8.622999999999998,0
2010-03-05,4,197105744,0,43.49,2.654,126.5782912,8.622999999999998,0
2010-03-12,4,189432416,0,49.63,2.704,126.604288,8.622999999999998,0
2010-03-19,4,189742944,0,55.19,2.743,126.6066432,8.622999999999998,0
2010-04-02,4,197924704,0,48.77,2.74,126.6034816,7.896,0
2010-04-09,4,181845280,0,54.16,2.773,126.6019072,7.896,0
2010-04-16,4,185151968,0,56.23,2.81,126.5621,7.896,0
2010-04-30,4,181727328,0,53.04,2.787,126.3805696,7.896,0
